index,category,reviews,price,location,country
2121,remote-villages,5,0,Trafalgar-Pl Urquinaona,Argentina
2122,cultural-sites,4.5,0,Av del Coll del Portell-Rambla de Mercedes,Argentina
2123,bike-rides,4,0,OPTICALIA FLORIT,Argentina
2124,home-stay,3.5,0,Cap Trinidad Bella,Argentina
2125,mountain-view,2,0,Dermatek Scp,Argentina
2126,adventure-sports,4.5,0,Farmacia Juan Aguilar,Argentina
2127,scenic-view,3.5,0,"Unai de Garai ""Tu espacio para sentirte bien""",Argentina
2128,beach,2.5,0,Centro Privado de Enseñanza Sagrada Familia,Argentina
2129,cities,4,0,Garatge Carles,Argentina
2130,cultural-sites,3,0,Institut Municipal D'Educacio de Barcelona,Argentina
2131,tour,4,0,Carlos Carreras-Candi Ribas,Argentina
2132,river-side,5,0,Centre Ginecologic Dra Granollers Bohils,Argentina
2133,hike,3,0,Farmacia Rodríguez Rubio,Argentina
2134,remote-villages,2.5,0,Pg Maragall-Greco,Argentina
2135,remote-villages,2.5,0,Vèlia-Pg de Fabra i Puig,Argentina
2136,cultural-sites,5,0,LindyHop.cat - Escola de Ball,Argentina
2137,lake,3.5,0,Farmacia Broggi,Argentina
2138,beach,4.5,0,Centro Medico Mesos,Argentina
2139,hill-station,2,0,Juzgado Social Nº 11,Argentina
2140,base-camp,5,0,Institut Municipal D'Educacio de Barcelona,Argentina
2141,lake,3.5,0,Av. Meridiana - Biscaia,Argentina
2142,national-parks,3,0,Novadèmia,Argentina
2143,beach,4.5,0,Farmacia Domingo Algueró,Argentina
2144,cities,5,0,Juzgado de Instrucción N 26,Argentina
2145,home-stay,3.5,0,Piferrer-Pintor Alsamora,Argentina
2146,home-stay,4.5,0,Escola Lesperanza,Argentina
2147,lake,4,0,Santander-Rambla de Prim,Argentina
2148,mountain-climb,3.5,0,Biblioteca Facultat Comunicació Blanquerna,Argentina
2149,cultural-sites,2.5,0,Doctor Carles Magrí Massanet,Argentina
2150,beach,3,0,Pam i Pipa,Argentina
2151,cities,5,0,Josep Pla-Venezuela,Argentina
2152,lake,5,0,Jaime Romans de Fonsdeviela,Argentina
2153,adventure-sports,4,0,Fresco Podologia SL,Argentina
2154,world-heritage,4,0,Registro de la Propiedad de Barcelona Nº 20,Argentina
2155,mountain-climb,4,0,Bsm - Aparcament Paral·lel,Argentina
2156,cultural-sites,4.5,0,Farmacia Putxet,Argentina
2157,national-parks,4.5,0,Farmàcia Vallcorba,Argentina
2158,cities,4.5,0,Espronceda-Concili de Trento,Argentina
2159,home-stay,2.5,0,Genètica,Argentina
2160,home-stay,2.5,0,Oncologia,Argentina
2161,cultural-sites,4.5,0,noscuidamos.com,Argentina
2162,river-side,5,0,Av. Diagonal - Metro Palau Reial,Argentina
2163,lake,3,0,Pg. Zona Franca - Cisell,Argentina
2164,tour,2,0,Hospital de Sant Llàtzer,Argentina
2165,adventure-sports,4.5,0,Entorn La Reforma,Argentina
2166,home-stay,4,0,FARMACIA Ldo. JOSE SANCHEZ GARCIA,Argentina
2167,lake,3,0,Centre Veterinari la Salut,Argentina
2168,mountain-climb,5,0,CIDOB Foundation,Argentina
2169,river-side,4,0,Farmacia Nin Valles,Argentina
2170,beach,4,0,Ingel Gabinete de Estudios y Proyectos S.Cv.P.,Argentina
2171,world-heritage,4,0,Pamplona-Av Bogatell,Argentina
2172,river-side,2,0,Adknoma Health Research,Argentina
2173,home-stay,2,0,C.E. MOLINA,Argentina
2174,hike,2,0,Clínica Dental Serrat de la Fuente,Argentina
2175,beach,4.5,0,Pg. de la Zona Franca - Ctra. del Prat,Argentina
2176,mountain-climb,4,0,Ronda Sant Pau-Av Paral·lel,Argentina
2177,lake,3,0,Centro Odontológico Dres. Miravé,Argentina
2178,adventure-sports,4.5,0,Centro Veterinario Pisadas,Argentina
2179,tour,5,0,Congrés-Doctor Letamendi,Argentina
2180,bike-rides,3,0,Centro de Terapias Naturales Ismet,Argentina
2181,hill-station,1,0,Jericó-Pg de la Vall d'Hebron,Argentina
2182,cultural-sites,2,0,Pg de Josep Carner-Jardins de Walter Benjamin,Argentina
2183,world-heritage,3,0,Farmacia Miquel Serra,Argentina
2184,lake,3,0,Camp de l'Arpa,Argentina
2185,river-side,4.5,0,Asfa21 Barcelona,Argentina
2186,mountain-view,5,0,Teresa Soláns Barri,Argentina
2187,lake,5,0,Orellana,Argentina
2188,remote-villages,2.5,0,Escòcia,Argentina
2189,hill-station,1,0,Av Tibidabo-Roman Macaya,Argentina
2190,world-heritage,5,0,Gran de Gràcia - Travessera de Gràcia,Argentina
2191,hike,5,0,Mallorca-Av de Roma,Argentina
2192,rivers,4,0,"Av. dels Ports d'Europa - "" ZAL """,Argentina
2193,beach,4.5,0,Clínica llúria,Argentina
2194,adventure-sports,4.5,0,Farmacia Benasco Buscato,Argentina
2195,national-parks,4.5,0,Optima Visio,Argentina
2196,adventure-sports,3,0,International Transmodeling Dental System,Argentina
2197,scenic-view,4,0,Temple Expiatori de La Sagrada Família,Argentina
2198,cultural-sites,5,0,Centre de LLenguatge Josep Guixà S.C.L.,Argentina
2199,river-side,3,0,Doctor Trueta-Roc Boronat,Argentina
2200,honeymoon-destination,3,0,Emiliano Gil Garcés,Argentina
2201,hike,2,0,Agencia Matrimonial COSM,Argentina
2202,home-stay,3.5,0,Av. Meridiana - Riera de Sant Andreu,Argentina
2203,adventure-sports,4.5,0,Colegio de Nuestra Señora de los Ángeles,Argentina
2204,beach,5,0,Farmacia García Atienza Trilla García,Argentina
2205,beach,2.5,0,Tantra Masajes Barcelona,Argentina
2206,hill-station,4,0,Pl. Catalunya - Rda. Universitat,Argentina
2207,national-parks,3,0,DOZEN RYU,Argentina
2208,world-heritage,5,0,Etnia Cosmetics,Argentina
2209,cultural-sites,5,0,Foc-Mare de Déu de Port,Argentina
2210,home-stay,1.5,0,Consultes Externes Mòduls A,Argentina
2211,world-heritage,5,0,Fisiogim,Argentina
2212,mountain-climb,5,0,Maria Oliveras :: psicóloga y psicoterapeuta,Argentina
2213,home-stay,2,0,EnBlanco Escola de Dansa,Argentina
2214,world-heritage,3,0,Carlos Bergareche Sigel,Argentina
2215,world-heritage,3,0,Dr.Conill Vila,Argentina
2216,hike,2,0,Aribau - Aragó,Argentina
2217,adventure-sports,5,0,Centre D'Atenció Primaria Sarriá,Argentina
2218,remote-villages,2,0,Odontologia,Argentina
2219,river-side,5,0,Centre Terapeutic les Corts,Argentina
2220,cultural-sites,3,0,Ceresdent SL,Argentina
2221,hill-station,3,0,Av Jordà-Natzaret,Argentina
2222,hill-station,2,0,Cedre Associació Per A la Promocio Social,Argentina
2223,lake,2,0,Zona Universitària,Argentina
2224,hike,3,0,Escuela de Danza Image and Movement,Argentina
2225,adventure-sports,4,0,Quiropráctica Salud,Argentina
2226,home-stay,5,0,Passeig de Verdum - Doctor Pi i Molist,Argentina
2227,river-side,5,0,Farmacia Sunyer Bellido,Argentina
2228,beach,3.5,0,Juzgado Mercantil N 1,Argentina
2229,river-side,3,0,Clínica Dental Sacoto,Argentina
2230,adventure-sports,4.5,0,Farmacia Hernández Cruz,Argentina
2231,lake,3,0,Clinica Veterinaria Mitre,Argentina
2232,world-heritage,5,0,Farmacia Vidal Pagés,Argentina
2233,cultural-sites,3,0,Asociación Para la Integración Latina Seres,Argentina
2234,remote-villages,4.5,0,Ctra del Carmel-Pl Raimon Casellas,Argentina
2235,beach,4.5,0,Pg de la Zona Franca-Mineria,Argentina
2236,national-parks,4.5,0,Instituto Gabriel Simón,Argentina
2237,home-stay,5,0,Pg. Valldaura - Pl. Llucmajor,Argentina
2238,cities,4.5,0,Clinica Dental Dr. Joaquin Blanch,Argentina
2239,cities,5,0,Església Santa Ana,Argentina
2240,river-side,4.5,0,Religiosas Adoratrices,Argentina
2241,home-stay,3.5,0,Farmacia Ventura Buados,Argentina
2242,base-camp,5,0,Pg de Colom-Correus,Argentina
2243,honeymoon-destination,4.5,0,Parvulari Els Angels S.l.,Argentina
2244,river-side,5,0,L&L fisioterapia S.C.P.,Argentina
2245,cultural-sites,2.5,0,Doctor José Manuel Serrat Caballería,Argentina
2246,hill-station,2,0,Centro Magna New Line de Hipnosis,Argentina
2247,adventure-sports,2.5,0,General óptica,Argentina
2248,world-heritage,4,0,OPTICALIA VILA OLIMPICA,Argentina
2249,adventure-sports,4.5,0,Parroquia Sant Josep Manyanet,Argentina
2250,river-side,4,0,Centro de Licenciados Galileo,Argentina
2251,adventure-sports,3,0,Garaje Atarazanas,Argentina
2252,beach,4.5,0,Centro de Exploración Auditiva Vestibular,Argentina
2253,national-parks,3,0,Armand Òptics,Argentina
2254,home-stay,4.5,0,Ferran Junoy-Sao Paulo,Argentina
2255,lake,5,0,Fundació Joan Miró-Pl Neptú,Argentina
2256,national-parks,4.5,0,Farmacia Lda. Pilar Masip,Argentina
2257,beach,3,0,PsicoBcn,Argentina
2258,cultural-sites,5,0,Emes Sobrinos de M Codina SL,Argentina
2259,river-side,2.5,0,Pujades-Lope de Vega,Argentina
2260,cultural-sites,2,0,Av de l'Estadi-Pg Olímpic,Argentina
2261,remote-villages,3,0,Francesc Alegre-Av Mare de Déu de Montserrat,Argentina
2262,mountain-climb,5,0,Escuela de Acupuntura Zonal Barcelona,Argentina
2263,river-side,4.5,0,Roc Boronat-Pallars,Argentina
2264,adventure-sports,3,0,Pg Sant Joan Bosco,Argentina
2265,remote-villages,2.5,0,Església Evangèlica Trèvol,Argentina
2266,world-heritage,4,0,Av Icària-Marina,Argentina
2267,cultural-sites,3.5,0,Travessera de Dalt-Torrent de les Flors,Argentina
2268,lake,5,0,Cantàbria-Menorca,Argentina
2269,cultural-sites,3,0,Pg Maragall-Indústria,Argentina
2270,scenic-view,4,0,mundoabuelo Barcelona Valencia,Argentina
2271,world-heritage,3,0,Gloria Roura Fernández,Argentina
2272,world-heritage,4,0,Ramon Trias Fargas-Ronda Litoral,Argentina
2273,lake,5,0,Clinica dental Zendrera (cdZ),Argentina
2274,cultural-sites,4.5,0,Av Paral·lel-Vila i Vilà,Argentina
2275,beach,3.5,0,Badal-Constitució,Argentina
2276,cultural-sites,5,0,Colegio Público Poeta Foix,Argentina
2277,hill-station,5,0,Consulado de República Popular China,Argentina
2278,river-side,4.5,0,Clínica Alarcón Vega,Argentina
2279,beach,4,0,Gracia Flamenca,Argentina
2280,adventure-sports,4.5,0,Clínica San Carlos,Argentina
2281,home-stay,2,0,Aiguablava-La Fosca,Argentina
2282,cultural-sites,2.5,0,Óptica Augusta,Argentina
2283,river-side,4.5,0,JB Distribución S.C.P.,Argentina
2284,beach,4.5,0,Elena Alvarez Fernández,Argentina
2285,home-stay,5,0,BCN Diving,Argentina
2286,home-stay,4.5,0,MaquiBike SL,Argentina
2287,river-side,2,0,Potgietersrus SL,Argentina
2288,river-side,3.5,0,Pere IV-Roc Boronat,Argentina
2289,home-stay,4.5,0,Avinguda Meridiana - Plaça de Mossèn Clapés,Argentina
2290,tour,2,0,Ronda Guineueta Vella-Juan Ramon Jimenez,Argentina
2291,cultural-sites,4.5,0,Clínica Dental Gracia,Argentina
2292,cultural-sites,4.5,0,Pg de Montjuïc-Nou de La Rambla,Argentina
2293,tour,2,0,Parc de la Vall d'Hebron,Argentina
2294,cultural-sites,2.5,0,ONCOMEDIC S.L.P,Argentina
2295,home-stay,4.5,0,Testigos Cristianos de Jehova,Argentina
2296,bike-rides,3.5,0,Zenit Shiatsu,Argentina
2297,adventure-sports,4.5,0,Institut del Teatre,Argentina
2298,hike,5,0,Mallorca-Viladomat,Argentina
2299,tour,3,0,Mandri-Artesa de Segre,Argentina
2300,beach,2,0,Clínica Dental Batista Escuin,Argentina
2301,hill-station,3,0,Natzaret-Lledoner,Argentina
2302,beach,3,0,Juan Enrique Martínez Camarasa,Argentina
2303,home-stay,5,0,Doctor Pi i Molist - Passeig de Ricard Canals,Argentina
2304,bike-rides,3.5,0,Juzgado Contencioso Administrativo Nº 5,Argentina
2305,beach,3,0,Que me pongo,Argentina
2306,tour,4,0,Ctra. Alta de Roquetes - Dipòsit,Argentina
2307,rivers,0,0,Pg Joan de Borbó-Pg de l'Escullera,Argentina
2308,lake,3,0,Parking Arenal,Argentina
2309,adventure-sports,5,0,Farmacia Gimeno Subías,Argentina
2310,national-parks,4.5,0,Salvador Arxé Closa,Argentina
2311,lake,5,0,Centro Médico la Verneda,Argentina
2312,home-stay,4.5,0,Ctra de Ribes-Ronda de Dalt,Argentina
2313,world-heritage,4,0,terapeuta-quiromasajista,Argentina
2314,world-heritage,5,0,GO&RELAX&GO,Argentina
2315,national-parks,4.5,0,Fundació Europea del Terapeuta,Argentina
2316,adventure-sports,2,0,Farmacia Alcoverro Escruela,Argentina
2317,river-side,3,0,"Hartington Pharmaceutical,S.L.",Argentina
2318,remote-villages,3,0,Asistencia para la tercera edad SAN DIEGO.,Argentina
2319,mountain-view,3,0,Estadística Aplicada,Argentina
2320,river-side,5,0,Clinica Sarria Fisioterapia Osteopatia,Argentina
2321,bike-rides,4.5,0,Metro Tetuan,Argentina
2322,base-camp,5,0,Guardería Cuna del Niño Jesús,Argentina
2323,river-side,5,0,Almogàvers-Àvila,Argentina
2324,bike-rides,4,0,SANIGER Centro Capilar,Argentina
2325,river-side,4.5,0,Pujades-Rambla del Poblenou,Argentina
2326,river-side,2.5,0,Llull-Bac de Roda,Argentina
2327,remote-villages,2,0,Farmacia Cruz García,Argentina
2328,tour,4,0,Ciutat Meridiana - Vallcivera,Argentina
2329,cultural-sites,2.5,0,Farmacia Puso Mazarico,Argentina
2330,honeymoon-destination,3.5,0,Clinica de acupuntura Pedro Demicheli PhD.,Argentina
2331,adventure-sports,5,0,Clínica Clarós,Argentina
2332,mountain-climb,4,0,Centro de masaje y estética unisex Aroles,Argentina
2333,adventure-sports,3,0,Oficina de Correos,Argentina
2334,river-side,2,0,Prat de la Riba,Argentina
2335,lake,4,0,Ricard Adán Milanés,Argentina
2336,lake,3,0,Clínica Dental Bonanova,Argentina
2337,cities,2,0,Administración de Aduanas de Barcelona,Argentina
2338,beach,3.5,0,Gavà-Ptge Solsona,Argentina
2339,world-heritage,3,0,Muntaner-Madrazo,Argentina
2340,world-heritage,4,0,Pl. dels Voluntaris,Argentina
2341,river-side,5,0,Caperucita Roja Bethel,Argentina
2342,river-side,2.5,0,Ronda de Dalt-Moneders,Argentina
2343,adventure-sports,4,0,Port Vell,Argentina
2344,home-stay,3.5,0,Pg de Valldaura-Pont del Dragó,Argentina
2345,honeymoon-destination,4.5,0,òptica sant pau,Argentina
2346,mountain-view,2,0,Sala Instinto,Argentina
2347,cultural-sites,5,0,Via Sant Jaume-Via Santíssima Trinitat,Argentina
2348,home-stay,2.5,0,Laboratorios Lucas Nicolás S.L.,Argentina
2349,cultural-sites,5,0,Laboratori Dental M.C.X.,Argentina
2350,honeymoon-destination,4.5,0,OPTICALIA JUMIR,Argentina
2351,river-side,5,0,Gabinete Enterapia-Bcn,Argentina
2352,adventure-sports,5,0,Mercat de la Concepció,Argentina
2353,hike,5,0,Institut Barcelona Oposicions,Argentina
2354,bike-rides,5,0,Comte Borrell-Tamarit,Argentina
2355,cities,4,0,Rambla del Raval-Aurora,Argentina
2356,river-side,5,0,Av. Diagonal - Av. Doctor Marañón,Argentina
2357,mountain-climb,4,0,Farmàcia Carbonell,Argentina
2358,cultural-sites,4.5,0,Aparcament Torrent de L'Olla,Argentina
2359,national-parks,4.5,0,Colegio Público Frederic Mistral,Argentina
2360,river-side,3.5,0,GAES - Edificio Juan Gassó Bosch,Argentina
2361,river-side,2.5,0,Juan García Bertrán,Argentina
2362,world-heritage,4,0,Marina - Pujades,Argentina
2363,beach,4.5,0,Muntaner-Còrsega,Argentina
2364,hill-station,1,0,Pg Vall d'Hebron-Anna Piferrer,Argentina
2365,adventure-sports,4,0,Colegio Público Fort Pienc,Argentina
2366,remote-villages,4.5,0,Ctra del Carmel-Ramiro de Maeztu,Argentina
2367,lake,3,0,Av. Diagonal - Plaça Reina Maria Cristina,Argentina
2368,remote-villages,2.5,0,Alt de Pedrell-Palautordera,Argentina
2369,trek,4,0,Ortodoncia Tres Torres,Argentina
2370,adventure-sports,5,0,Clínica Dental Felipe,Argentina
2371,national-parks,4.5,0,Juan Miguel Vidal Regard,Argentina
2372,hill-station,5,0,Escola de dansa Magdanza,Argentina
2373,home-stay,3.5,0,Colegio Público Eulalia Bota,Argentina
2374,cities,4.5,0,Yoshinoyas C.P.,Argentina
2375,trek,4,0,Kieser Training España,Argentina
2376,world-heritage,3,0,eoriocc,Argentina
2377,home-stay,4,0,Via Favència-Almagro,Argentina
2378,cultural-sites,4.5,0,Centro Privado de Enseñanza Sant Pere Claver,Argentina
2379,scenic-view,5,0,Instituto Traumatología e Investigaciones,Argentina
2380,hill-station,3.5,0,Pl de Catalunya-Ronda Sant Pere,Argentina
2381,adventure-sports,4,0,Víctor Durán Juvé,Argentina
2382,hike,3,0,Francisco Sabater Camacho,Argentina
2383,home-stay,2.5,0,Cirurgia General,Argentina
2384,river-side,3,0,Marte Plutón S.L.,Argentina
2385,bike-rides,4,0,Body Institut,Argentina
2386,bike-rides,4,0,PSICOTERAPIA.CRISTINA GONZÁLEZ MARÍ.,Argentina
2387,adventure-sports,4.5,0,Asociación Cultural Hacer Teatro,Argentina
2388,hill-station,4,0,Vida Creixent,Argentina
2389,beach,3,0,Dentimail,Argentina
2390,beach,3,0,GENERAL LAB S.A.,Argentina
2391,beach,4.5,0,Terapia Gestalt,Argentina
2392,adventure-sports,4,0,Av. Diagonal - Padilla,Argentina
2393,beach,4.5,0,Mallorca-Comte d'Urgell,Argentina
2394,home-stay,2,0,Pg de Valldaura-Pg de Fabra i Puig,Argentina
2395,remote-villages,4.5,0,Gran Vista-IES Ferran Tallada,Argentina
2396,world-heritage,3,0,óptica Romagosa,Argentina
2397,scenic-view,4,0,José María Valls Brunat,Argentina
2398,river-side,5,0,Feeling Woman,Argentina
2399,river-side,2,0,Maria Pilar Giné Massa,Argentina
2400,home-stay,2.5,0,"Pl. de l'Havana - "" La Maquinista """,Argentina
2401,beach,4,0,Farmacia Rocha Rosal,Argentina
2402,home-stay,1.5,0,Dante Alighieri - Pantà de Tremp,Argentina
2403,cultural-sites,2.5,0,Ramón Rovira Mestres,Argentina
2404,cultural-sites,3.5,0,Club Poliesportiu Európolis,Argentina
2405,lake,3,0,Consultes Externes,Argentina
2406,lake,5,0,Camí del Mas Guimbau-Gatosa,Argentina
2407,beach,4.5,0,Juan Ramón Díaz Copa,Argentina
2408,cities,4.5,0,Fundació Privada Orfeo Martinenc,Argentina
2409,national-parks,4.5,0,Dra. Soler Arbussa,Argentina
2410,river-side,5,0,FARMACIA Mª DEL CARMEN SANCHEZ GARCIA,Argentina
2411,national-parks,4.5,0,Diputació Barcelona,Argentina
2412,beach,2,0,Clínica Dental Doctor Gallardo,Argentina
2413,hill-station,5,0,Camí del Mas Guimbau-Castellví,Argentina
2414,remote-villages,2,0,Luis Melero Medina,Argentina
2415,cultural-sites,3.5,0,General óptica,Argentina
2416,beach,4.5,0,Mohamad Nizar Altadmuri Khatib,Argentina
2417,mountain-climb,2.5,0,"Esfera Dent Bcn 2000, S.L",Argentina
2418,tour,4,0,Circumval·lació-Camèlies,Argentina
2419,cultural-sites,4.5,0,Gabinete Balmes SL,Argentina
2420,lake,3,0,Trinitat Vella,Argentina
2421,honeymoon-destination,4.5,0,Joaquima Rohrich SL,Argentina
2422,hill-station,2,0,Via Augusta-Tres Reis,Argentina
2423,cultural-sites,5,0,Terapias y Tratamientos Físicos P,Argentina
2424,adventure-sports,5,0,Farmacia Fors Iborra,Argentina
2425,beach,4.5,0,Farmacia Sanchís Foret,Argentina
2426,hike,2,0,Oficina de Correos,Argentina
2427,remote-villages,4.5,0,Doctor Bové-Penyal,Argentina
2428,home-stay,1.5,0,Malagrapa,Argentina
2429,cities,5,0,Moreu y Moreu S.C.P.,Argentina
2430,remote-villages,5,0,Calderón de la Barca - Agudells,Argentina
2431,lake,3.5,0,Farmacia Gironella Domenech,Argentina
2432,cities,4.5,0,CLOTFORMACIO,Argentina
2433,cities,5,0,Rambla de Prim-Pl de Llevant,Argentina
2434,beach,4.5,0,Clínica A.V.B.,Argentina
2435,river-side,4.5,0,Metro Badal,Argentina
2436,bike-rides,3.5,0,Siepo,Argentina
2437,cultural-sites,5,0,X&M LABORATORIO DE ORTODONCIA,Argentina
2438,hill-station,1,0,Parc Sanitari-Pere Virgili,Argentina
2439,river-side,5,0,L C S.c.p.,Argentina
2440,adventure-sports,4.5,0,Centro Islamico de Barcelona,Argentina
2441,hike,4,0,Centro Privado de Educación Infantil Bressol,Argentina
2442,river-side,2,0,Flos i Calcat - Sarasate,Argentina
2443,beach,4.5,0,Zona Franca-SEAT,Argentina
2444,river-side,5,0,Av. Diagonal - Av. Joan XXIII,Argentina
2445,cultural-sites,5,0,Mare de Déu de Port-Cisell,Argentina
2446,honeymoon-destination,4.5,0,Parroquia de la Sagrada Familia,Argentina
2447,adventure-sports,5,0,Mercé Jornet Joves,Argentina
2448,tour,3,0,Fundación Selfa Món,Argentina
2449,adventure-sports,4,0,Pg de la Bonanova-Pl de la Bonanova,Argentina
2450,beach,4.5,0,Carrer A - Carrer número 3,Argentina
2451,hill-station,3,0,Juzgado Social Nº 3,Argentina
2452,lake,3,0,Clínica Ignasi Gómez S.L.,Argentina
2453,bike-rides,3,0,VitalDent,Argentina
2454,lake,3,0,Clinica Veterinaria Horta,Argentina
2455,river-side,4.5,0,Farmacia Miquel Carbó,Argentina
2456,river-side,3,0,Llull-Provençals,Argentina
2457,home-stay,2.5,0,Llinars del Vallès - Santander,Argentina
2458,world-heritage,4,0,entulínea,Argentina
2459,beach,4.5,0,Administración de la Seguridad Social Nº8,Argentina
2460,bike-rides,4,0,Centro Privado de Enseñanza Lestonnac,Argentina
2461,beach,3,0,José María Sala Blanc,Argentina
2462,river-side,4.5,0,Gran Via Carles III-Av Madrid,Argentina
2463,bike-rides,4,0,Bruc Psicología,Argentina
2464,beach,4.5,0,EmmaSibyl,Argentina
2465,river-side,4.5,0,Farmacia Samaniego Iglesias,Argentina
2466,honeymoon-destination,5,0,Llar d'Infants Granota,Argentina
2467,home-stay,4.5,0,Ciutat d'Asunción-Potosí,Argentina
2468,cities,5,0,Policlinica ICOA,Argentina
2469,mountain-climb,4,0,Ronda Sant Pau-Parlament,Argentina
2470,honeymoon-destination,5,0,Independència-Mallorca,Argentina
2471,beach,2,0,ActitudZen,Argentina
2472,hike,2,0,Mariano Marín Aguirregomozcorta,Argentina
2473,river-side,5,0,Cosmo Scooter,Argentina
2474,scenic-view,5,0,Tomás Torrent Martí,Argentina
2475,beach,3,0,L'Òptica Universitària,Argentina
2476,adventure-sports,4,0,Parking Giménez,Argentina
2477,lake,3,0,Centro Quiroprático Olímpico,Argentina
2478,river-side,4,0,Pere IV - Bilbao,Argentina
2479,lake,5,0,Escola Infantil Copèrnic,Argentina
